state,year,support,fte,cpi_u_rs,cpi_u_rs_2019
Tennessee,1990,694900000,137078,197.9,376.5
Texas,1990,3144900000,593659,197.9,376.5
Utah,1990,292700000,60769,197.9,376.5
Vermont,1990,56100000,15210,197.9,376.5
Virginia,1990,1041500000,211007,197.9,376.5
Washington,1990,788100000,153569,197.9,376.5
West Virginia,1990,222000000,58766,197.9,376.5
Wisconsin,1990,789600000,188500,197.9,376.5
Wyoming,1990,129600000,21592,197.9,376.5
U.S.,1990,38005600000,7768621,197.9,376.5
Alabama,1989,769300000,147265,188.6,376.5
Alaska,1989,154200000,15063,188.6,376.5
Arizona,1989,516600000,139868,188.6,376.5
Arkansas,1989,308300000,58586,188.6,376.5
California,1989,5070100000,1047288,188.6,376.5
Colorado,1989,444200000,122837,188.6,376.5
Connecticut,1989,458600000,61260,188.6,376.5
Delaware,1989,105600000,22164,188.6,376.5
Florida,1989,1458300000,324382,188.6,376.5
Georgia,1989,905200000,179849,188.6,376.5
Hawaii,1989,252000000,27906,188.6,376.5
Idaho,1989,150800000,27701,188.6,376.5
Illinois,1989,1307600000,349643,188.6,376.5
Indiana,1989,736800000,161211,188.6,376.5
Iowa,1989,452900000,96600,188.6,376.5
Kansas,1989,383400000,98843,188.6,376.5
Kentucky,1989,510400000,101157,188.6,376.5
Louisiana,1989,483000000,120034,188.6,376.5
Maine,1989,157500000,27800,188.6,376.5
Maryland,1989,676500000,153055,188.6,376.5
Massachusetts,1989,695500000,124045,188.6,376.5
Michigan,1989,1333900000,324999,188.6,376.5
Minnesota,1989,839800000,169423,188.6,376.5
Mississippi,1989,380100000,84499,188.6,376.5
Missouri,1989,534400000,138906,188.6,376.5
Montana,1989,105300000,26585,188.6,376.5
Nebraska,1989,253600000,62403,188.6,376.5
Nevada,1989,121900000,25734,188.6,376.5
New Hampshire,1989,72400000,24590,188.6,376.5
New Jersey,1989,1055000000,161135,188.6,376.5
New Mexico,1989,282100000,59249,188.6,376.5
New York,1989,2587300000,419894,188.6,376.5
North Carolina,1989,1269100000,205167,188.6,376.5
North Dakota,1989,117600000,31072,188.6,376.5
Ohio,1989,1263100000,310651,188.6,376.5
Oklahoma,1989,490600000,103550,188.6,376.5
Oregon,1989,358000000,98481,188.6,376.5
Pennsylvania,1989,1098400000,270447,188.6,376.5
Rhode Island,1989,122500000,25468,188.6,376.5
South Carolina,1989,549000000,108158,188.6,376.5
South Dakota,1989,72200000,18227,188.6,376.5
Tennessee,1989,672200000,129524,188.6,376.5
Texas,1989,2180100000,584360,188.6,376.5
Utah,1989,264000000,57116,188.6,376.5
Vermont,1989,52700000,14678,188.6,376.5
Virginia,1989,986200000,198869,188.6,376.5
Washington,1989,713500000,149625,188.6,376.5
West Virginia,1989,225600000,55594,188.6,376.5
Wisconsin,1989,732900000,188166,188.6,376.5
Wyoming,1989,126200000,20472,188.6,376.5
U.S.,1989,34856500000,7473599,188.6,376.5
Alabama,1988,664300000,143246,180.7,376.5
Alaska,1988,146500000,14349,180.7,376.5
Arizona,1988,470700000,129939,180.7,376.5
Arkansas,1988,280700000,56056,180.7,376.5
California,1988,4957300000,1041280,180.7,376.5
Colorado,1988,410400000,116979,180.7,376.5
Connecticut,1988,407800000,59160,180.7,376.5
Delaware,1988,100200000,21842,180.7,376.5
Florida,1988,1318200000,303344,180.7,376.5
Georgia,1988,843100000,175581,180.7,376.5
Hawaii,1988,233000000,27774,180.7,376.5
Idaho,1988,144700000,26406,180.7,376.5
Illinois,1988,1224500000,348745,180.7,376.5
Indiana,1988,689000000,155593,180.7,376.5
Iowa,1988,416400000,93876,180.7,376.5
Kansas,1988,357500000,94748,180.7,376.5
Kentucky,1988,488400000,95408,180.7,376.5
Louisiana,1988,494500000,119878,180.7,376.5
Maine,1988,136800000,26300,180.7,376.5
Maryland,1988,593400000,149700,180.7,376.5
Massachusetts,1988,724400000,125620,180.7,376.5
Michigan,1988,1252600000,318057,180.7,376.5
Minnesota,1988,779100000,164368,180.7,376.5
Mississippi,1988,320600000,83406,180.7,376.5
Missouri,1988,495300000,128890,180.7,376.5
Montana,1988,105100000,25918,180.7,376.5
Nebraska,1988,227500000,61658,180.7,376.5
Nevada,1988,112600000,23875,180.7,376.5
New Hampshire,1988,66600000,23874,180.7,376.5
New Jersey,1988,964900000,156634,180.7,376.5
New Mexico,1988,269900000,56334,180.7,376.5
New York,1988,2474300000,407495,180.7,376.5
North Carolina,1988,1204700000,198805,180.7,376.5
North Dakota,1988,122300000,30159,180.7,376.5
Ohio,1988,1206900000,302175,180.7,376.5
Oklahoma,1988,466800000,102960,180.7,376.5
Oregon,1988,345800000,94549,180.7,376.5
Pennsylvania,1988,1024300000,262082,180.7,376.5
Rhode Island,1988,113400000,23999,180.7,376.5
South Carolina,1988,505100000,102793,180.7,376.5
South Dakota,1988,67800000,17761,180.7,376.5
Tennessee,1988,623200000,121957,180.7,376.5
Texas,1988,2170900000,545680,180.7,376.5
Utah,1988,257200000,56153,180.7,376.5
Vermont,1988,48500000,14441,180.7,376.5
Virginia,1988,879000000,191908,180.7,376.5
Washington,1988,668000000,150412,180.7,376.5
West Virginia,1988,214800000,53271,180.7,376.5
Wisconsin,1988,699600000,187399,180.7,376.5
Wyoming,1988,117200000,18669,180.7,376.5
U.S.,1988,32905800000,7251506,180.7,376.5
Alabama,1987,608000000,142140,174.4,376.5
Alaska,1987,144100000,14894,174.4,376.5
Arizona,1987,431100000,124340,174.4,376.5
Arkansas,1987,263600000,55566,174.4,376.5
California,1987,4785100000,1017608,174.4,376.5
Colorado,1987,394100000,113381,174.4,376.5
Connecticut,1987,359200000,57914,174.4,376.5
Delaware,1987,96200000,21372,174.4,376.5
Florida,1987,1192400000,291810,174.4,376.5
Georgia,1987,793700000,171313,174.4,376.5
Hawaii,1987,201000000,27862,174.4,376.5
Idaho,1987,131500000,25252,174.4,376.5
Illinois,1987,1285700000,351214,174.4,376.5
Indiana,1987,646800000,151753,174.4,376.5
Iowa,1987,383200000,94122,174.4,376.5
Kansas,1987,320700000,92617,174.4,376.5
Kentucky,1987,452800000,90483,174.4,376.5
Louisiana,1987,489600000,118300,174.4,376.5
Maine,1987,121400000,25900,174.4,376.5
Maryland,1987,551000000,145579,174.4,376.5
Massachusetts,1987,655400000,124550,174.4,376.5
Michigan,1987,1221500000,310220,174.4,376.5
Minnesota,1987,754900000,161556,174.4,376.5
Mississippi,1987,305400000,84715,174.4,376.5
Missouri,1987,456700000,127802,174.4,376.5
Montana,1987,101100000,26965,174.4,376.5
Nebraska,1987,215000000,61297,174.4,376.5
Nevada,1987,102400000,22155,174.4,376.5
New Hampshire,1987,55900000,21385,174.4,376.5
New Jersey,1987,870600000,156944,174.4,376.5
New Mexico,1987,256300000,55030,174.4,376.5
New York,1987,2328800000,413336,174.4,376.5
North Carolina,1987,1122500000,197847,174.4,376.5
North Dakota,1987,124800000,30380,174.4,376.5
Ohio,1987,1159300000,298678,174.4,376.5
Oklahoma,1987,462300000,102072,174.4,376.5
Oregon,1987,323600000,93073,174.4,376.5
Pennsylvania,1987,972300000,253788,174.4,376.5
Rhode Island,1987,105800000,22999,174.4,376.5
South Carolina,1987,488700000,99877,174.4,376.5
South Dakota,1987,68100000,17751,174.4,376.5
Tennessee,1987,601300000,118487,174.4,376.5
Texas,1987,1914700000,526592,174.4,376.5
Utah,1987,244400000,55647,174.4,376.5
Vermont,1987,45400000,14100,174.4,376.5
Virginia,1987,866400000,184121,174.4,376.5
Washington,1987,624200000,150132,174.4,376.5
West Virginia,1987,207500000,52906,174.4,376.5
Wisconsin,1987,661000000,190722,174.4,376.5
Wyoming,1987,116500000,16994,174.4,376.5
U.S.,1987,31084000000,7125541,174.4,376.5
Alabama,1986,691500000,139554,168.6,376.5
Alaska,1986,167800000,13965,168.6,376.5
Arizona,1986,410500000,118610,168.6,376.5
Arkansas,1986,263000000,54590,168.6,376.5
California,1986,4121700000,979150,168.6,376.5
Colorado,1986,371000000,111441,168.6,376.5
Connecticut,1986,318000000,58563,168.6,376.5
Delaware,1986,89600000,20993,168.6,376.5
Florida,1986,1060500000,283432,168.6,376.5
Georgia,1986,745400000,167050,168.6,376.5
Hawaii,1986,231000000,28689,168.6,376.5
Idaho,1986,124400000,25452,168.6,376.5
Illinois,1986,1213600000,345494,168.6,376.5
Indiana,1986,595100000,151256,168.6,376.5
Iowa,1986,364600000,94599,168.6,376.5
Kansas,1986,342500000,90246,168.6,376.5
Kentucky,1986,425100000,87225,168.6,376.5
Louisiana,1986,539700000,123065,168.6,376.5
Maine,1986,97700000,25850,168.6,376.5
Maryland,1986,514500000,144691,168.6,376.5
Massachusetts,1986,565400000,123484,168.6,376.5
Michigan,1986,1145100000,303390,168.6,376.5
Minnesota,1986,673400000,156203,168.6,376.5
Mississippi,1986,333200000,93703,168.6,376.5
Missouri,1986,454200000,126222,168.6,376.5
Montana,1986,106100000,27840,168.6,376.5
Nebraska,1986,210400000,61399,168.6,376.5
Nevada,1986,94400000,21282,168.6,376.5
New Hampshire,1986,50200000,20674,168.6,376.5
New Jersey,1986,799100000,159488,168.6,376.5
New Mexico,1986,251500000,54242,168.6,376.5
New York,1986,2090500000,414252,168.6,376.5
North Carolina,1986,1042000000,195875,168.6,376.5
North Dakota,1986,122500000,31136,168.6,376.5
Ohio,1986,1066700000,307095,168.6,376.5
Oklahoma,1986,510000000,100875,168.6,376.5
Oregon,1986,309300000,91040,168.6,376.5
Pennsylvania,1986,935600000,250991,168.6,376.5
Rhode Island,1986,105100000,22591,168.6,376.5
South Carolina,1986,461100000,99092,168.6,376.5
South Dakota,1986,65700000,18102,168.6,376.5
Tennessee,1986,536800000,118780,168.6,376.5
Texas,1986,2131200000,524409,168.6,376.5
Utah,1986,244400000,54233,168.6,376.5
Vermont,1986,42700000,13942,168.6,376.5
Virginia,1986,730500000,179049,168.6,376.5
Washington,1986,588900000,148995,168.6,376.5
West Virginia,1986,207700000,51947,168.6,376.5
Wisconsin,1986,649100000,190992,168.6,376.5
Wyoming,1986,106800000,17676,168.6,376.5
U.S.,1986,29316800000,7042914,168.6,376.5
Alabama,1985,550300000,138705,165.7,376.5
Alaska,1985,169800000,15000,165.7,376.5
Arizona,1985,353800000,117861,165.7,376.5
Arkansas,1985,246900000,54746,165.7,376.5
California,1985,3810500000,973445,165.7,376.5
Colorado,1985,359700000,113747,165.7,376.5
Connecticut,1985,293000000,60800,165.7,376.5
Delaware,1985,84000000,21845,165.7,376.5
Florida,1985,980600000,281543,165.7,376.5
Georgia,1985,694200000,162785,165.7,376.5
Hawaii,1985,213000000,29649,165.7,376.5
Idaho,1985,118100000,26110,165.7,376.5
Illinois,1985,1091500000,354119,165.7,376.5
Indiana,1985,538100000,152522,165.7,376.5
Iowa,1985,371000000,94995,165.7,376.5
Kansas,1985,329100000,91022,165.7,376.5
Kentucky,1985,403800000,88359,165.7,376.5
Louisiana,1985,567300000,123664,165.7,376.5
Maine,1985,88400000,26250,165.7,376.5
Maryland,1985,476500000,144874,165.7,376.5
Massachusetts,1985,503100000,122612,165.7,376.5
Michigan,1985,1008200000,314096,165.7,376.5
Minnesota,1985,620300000,152723,165.7,376.5
Mississippi,1985,316100000,91153,165.7,376.5
Missouri,1985,376000000,128545,165.7,376.5
Montana,1985,107300000,28333,165.7,376.5
Nebraska,1985,213200000,60972,165.7,376.5
Nevada,1985,78600000,22403,165.7,376.5
New Hampshire,1985,42600000,21441,165.7,376.5
New Jersey,1985,711600000,162606,165.7,376.5
New Mexico,1985,247700000,53979,165.7,376.5
New York,1985,1964400000,421316,165.7,376.5
North Carolina,1985,931400000,189698,165.7,376.5
North Dakota,1985,114900000,31109,165.7,376.5
Ohio,1985,939100000,309100,165.7,376.5
Oklahoma,1985,437000000,100506,165.7,376.5
Oregon,1985,282600000,90175,165.7,376.5
Pennsylvania,1985,865000000,258935,165.7,376.5
Rhode Island,1985,99200000,22831,165.7,376.5
South Carolina,1985,445100000,96763,165.7,376.5
South Dakota,1985,59100000,19311,165.7,376.5
Tennessee,1985,485400000,121932,165.7,376.5
Texas,1985,2299600000,525249,165.7,376.5
Utah,1985,235800000,54551,165.7,376.5
Vermont,1985,37000000,14275,165.7,376.5
Virginia,1985,679200000,179638,165.7,376.5
Washington,1985,558400000,149298,165.7,376.5
West Virginia,1985,192800000,53784,165.7,376.5
Wisconsin,1985,611500000,190722,165.7,376.5
Wyoming,1985,100100000,21384,165.7,376.5
U.S.,1985,27301900000,7081481,165.7,376.5
Alabama,1984,449600000,144962,160.2,376.5
Alaska,1984,158100000,15061,160.2,376.5
Arizona,1984,328000000,121672,160.2,376.5
Arkansas,1984,194000000,55831,160.2,376.5
California,1984,2662300000,993557,160.2,376.5
Colorado,1984,342800000,117535,160.2,376.5
Connecticut,1984,263800000,62048,160.2,376.5
Delaware,1984,75600000,21799,160.2,376.5
Florida,1984,921000000,288205,160.2,376.5
Georgia,1984,625900000,165715,160.2,376.5
Hawaii,1984,203000000,31453,160.2,376.5
Idaho,1984,106800000,27034,160.2,376.5
Illinois,1984,1033500000,363200,160.2,376.5
Indiana,1984,499300000,157304,160.2,376.5
Iowa,1984,341300000,97758,160.2,376.5
Kansas,1984,300700000,91689,160.2,376.5
Kentucky,1984,393800000,91516,160.2,376.5
Louisiana,1984,501300000,122965,160.2,376.5
Maine,1984,74400000,26500,160.2,376.5
Maryland,1984,426300000,144646,160.2,376.5
Massachusetts,1984,419800000,123000,160.2,376.5
Michigan,1984,851500000,327278,160.2,376.5
Minnesota,1984,579500000,157823,160.2,376.5
Mississippi,1984,307800000,91013,160.2,376.5
Missouri,1984,340800000,134278,160.2,376.5
Montana,1984,103600000,29288,160.2,376.5
Nebraska,1984,206600000,61143,160.2,376.5
Nevada,1984,75400000,22747,160.2,376.5
New Hampshire,1984,41100000,20902,160.2,376.5
New Jersey,1984,637500000,164310,160.2,376.5
New Mexico,1984,216800000,54628,160.2,376.5
New York,1984,1751500000,430135,160.2,376.5
North Carolina,1984,710300000,194188,160.2,376.5
North Dakota,1984,108700000,31585,160.2,376.5
Ohio,1984,857300000,320300,160.2,376.5
Oklahoma,1984,430000000,106054,160.2,376.5
Oregon,1984,274400000,93452,160.2,376.5
Pennsylvania,1984,792400000,256292,160.2,376.5
Rhode Island,1984,92900000,23831,160.2,376.5
South Carolina,1984,380300000,97611,160.2,376.5
South Dakota,1984,55500000,20289,160.2,376.5
Tennessee,1984,380400000,122405,160.2,376.5
Texas,1984,2218900000,527346,160.2,376.5
Utah,1984,199000000,55532,160.2,376.5
Vermont,1984,35100000,14288,160.2,376.5
Virginia,1984,600500000,182342,160.2,376.5
Washington,1984,543800000,150569,160.2,376.5
West Virginia,1984,171000000,56136,160.2,376.5
Wisconsin,1984,589600000,194783,160.2,376.5
Wyoming,1984,99200000,18760,160.2,376.5
U.S.,1984,23972700000,7222758,160.2,376.5
Alabama,1983,401600000,145520,153.8,376.5
Alaska,1983,148000000,13941,153.8,376.5
Arizona,1983,284100000,125103,153.8,376.5
Arkansas,1983,186500000,55935,153.8,376.5
California,1983,2973200000,1053638,153.8,376.5
Colorado,1983,322600000,118319,153.8,376.5
Connecticut,1983,243100000,62000,153.8,376.5
Delaware,1983,74700000,21613,153.8,376.5
Florida,1983,841000000,287714,153.8,376.5
Georgia,1983,598700000,167684,153.8,376.5
Hawaii,1983,200000000,32457,153.8,376.5
Idaho,1983,99900000,27252,153.8,376.5
Illinois,1983,931300000,385343,153.8,376.5
Indiana,1983,456100000,157631,153.8,376.5
Iowa,1983,350800000,96266,153.8,376.5
Kansas,1983,299300000,91735,153.8,376.5
Kentucky,1983,361200000,93637,153.8,376.5
Louisiana,1983,489400000,119225,153.8,376.5
Maine,1983,70800000,26500,153.8,376.5
Maryland,1983,423800000,141311,153.8,376.5
Massachusetts,1983,387000000,124638,153.8,376.5
Michigan,1983,811900000,320195,153.8,376.5
Minnesota,1983,532400000,159976,153.8,376.5
Mississippi,1983,275800000,90839,153.8,376.5
Missouri,1983,334200000,134852,153.8,376.5
Montana,1983,95300000,29042,153.8,376.5
Nebraska,1983,196100000,61603,153.8,376.5
Nevada,1983,71900000,23227,153.8,376.5
New Hampshire,1983,35200000,20634,153.8,376.5
New Jersey,1983,585800000,168663,153.8,376.5
New Mexico,1983,207100000,54058,153.8,376.5
New York,1983,1665100000,435011,153.8,376.5
North Carolina,1983,673800000,185485,153.8,376.5
North Dakota,1983,105600000,29930,153.8,376.5
Ohio,1983,736600000,313600,153.8,376.5
Oklahoma,1983,464000000,104915,153.8,376.5
Oregon,1983,231000000,96198,153.8,376.5
Pennsylvania,1983,763600000,259935,153.8,376.5
Rhode Island,1983,88400000,23481,153.8,376.5
South Carolina,1983,347300000,100659,153.8,376.5
South Dakota,1983,55500000,20673,153.8,376.5
Tennessee,1983,365400000,123790,153.8,376.5
Texas,1983,2016500000,518400,153.8,376.5
Utah,1983,192200000,54326,153.8,376.5
Vermont,1983,32400000,13984,153.8,376.5
Virginia,1983,572300000,183630,153.8,376.5
Washington,1983,443700000,150375,153.8,376.5
West Virginia,1983,162900000,56425,153.8,376.5
Wisconsin,1983,543700000,194386,153.8,376.5
Wyoming,1983,97200000,16592,153.8,376.5
U.S.,1983,22846000000,7292346,153.8,376.5
Alabama,1982,371100000,144840,147.5,376.5
Alaska,1982,127300000,12794,147.5,376.5
Arizona,1982,307400000,122762,147.5,376.5
Arkansas,1982,174100000,55883,147.5,376.5
California,1982,3088100000,1075967,147.5,376.5
Colorado,1982,285300000,117425,147.5,376.5
Connecticut,1982,220200000,61391,147.5,376.5
Delaware,1982,69900000,21821,147.5,376.5
Florida,1982,797700000,296090,147.5,376.5
Georgia,1982,559200000,161800,147.5,376.5
Hawaii,1982,170000000,31540,147.5,376.5
Idaho,1982,96900000,28720,147.5,376.5
Illinois,1982,898700000,387811,147.5,376.5
Indiana,1982,453800000,155892,147.5,376.5
Iowa,1982,306700000,94316,147.5,376.5
Kansas,1982,287200000,90814,147.5,376.5
Kentucky,1982,332800000,93790,147.5,376.5
Louisiana,1982,459800000,115702,147.5,376.5
Maine,1982,64800000,26700,147.5,376.5
Maryland,1982,376200000,138254,147.5,376.5
Massachusetts,1982,362000000,127374,147.5,376.5
Michigan,1982,883000000,327077,147.5,376.5
Minnesota,1982,536900000,162921,147.5,376.5
Mississippi,1982,262000000,90754,147.5,376.5
Missouri,1982,318700000,134973,147.5,376.5
Montana,1982,83700000,28071,147.5,376.5
Nebraska,1982,191000000,61200,147.5,376.5
Nevada,1982,68600000,21797,147.5,376.5
New Hampshire,1982,39300000,20714,147.5,376.5
New Jersey,1982,553100000,171609,147.5,376.5
New Mexico,1982,188600000,52209,147.5,376.5
New York,1982,1550900000,435249,147.5,376.5
North Carolina,1982,627000000,180471,147.5,376.5
North Dakota,1982,105100000,29369,147.5,376.5
Ohio,1982,718100000,322800,147.5,376.5
Oklahoma,1982,390000000,101627,147.5,376.5
Oregon,1982,248400000,99365,147.5,376.5
Pennsylvania,1982,718800000,254222,147.5,376.5
Rhode Island,1982,81800000,24622,147.5,376.5
South Carolina,1982,341700000,99522,147.5,376.5
South Dakota,1982,57000000,20701,147.5,376.5
Tennessee,1982,347400000,121408,147.5,376.5
Texas,1982,1887800000,493400,147.5,376.5
Utah,1982,173800000,51757,147.5,376.5
Vermont,1982,29800000,14170,147.5,376.5
Virginia,1982,529400000,185937,147.5,376.5
Washington,1982,443100000,151683,147.5,376.5
West Virginia,1982,169700000,56448,147.5,376.5
Wisconsin,1982,525400000,191396,147.5,376.5
Wyoming,1982,82600000,15489,147.5,376.5
U.S.,1982,21961900000,7282647,147.5,376.5
Alabama,1981,368200000,145092,139.1,376.5
Alaska,1981,105300000,11744,139.1,376.5
Arizona,1981,267900000,121835,139.1,376.5
Arkansas,1981,164700000,55125,139.1,376.5
California,1981,3077300000,1048051,139.1,376.5
Colorado,1981,235200000,115913,139.1,376.5
Connecticut,1981,200600000,60385,139.1,376.5
Delaware,1981,58800000,21253,139.1,376.5
Florida,1981,714700000,299391,139.1,376.5
Georgia,1981,484200000,158724,139.1,376.5
Hawaii,1981,150000000,30643,139.1,376.5
Idaho,1981,98700000,28373,139.1,376.5
Illinois,1981,868500000,369824,139.1,376.5
Indiana,1981,435700000,153234,139.1,376.5
Iowa,1981,281200000,90586,139.1,376.5
Kansas,1981,271000000,89991,139.1,376.5
Kentucky,1981,303400000,93863,139.1,376.5
Louisiana,1981,400500000,110043,139.1,376.5
Maine,1981,59700000,26650,139.1,376.5
Maryland,1981,365100000,134769,139.1,376.5
Massachusetts,1981,340000000,128268,139.1,376.5
Michigan,1981,717500000,328483,139.1,376.5
Minnesota,1981,471800000,159470,139.1,376.5
Mississippi,1981,242900000,85165,139.1,376.5
Missouri,1981,332400000,130240,139.1,376.5
Montana,1981,66500000,27137,139.1,376.5
Nebraska,1981,176300000,59389,139.1,376.5
Nevada,1981,64100000,21022,139.1,376.5
New Hampshire,1981,32900000,19803,139.1,376.5
New Jersey,1981,500700000,172559,139.1,376.5
New Mexico,1981,164500000,50357,139.1,376.5
New York,1981,1376900000,431841,139.1,376.5
North Carolina,1981,561200000,174900,139.1,376.5
North Dakota,1981,83900000,27811,139.1,376.5
Ohio,1981,698900000,303300,139.1,376.5
Oklahoma,1981,324000000,100947,139.1,376.5
Oregon,1981,219600000,100604,139.1,376.5
Pennsylvania,1981,640900000,246924,139.1,376.5
Rhode Island,1981,78100000,24117,139.1,376.5
South Carolina,1981,337200000,99113,139.1,376.5
South Dakota,1981,50200000,19738,139.1,376.5
Tennessee,1981,321200000,123796,139.1,376.5
Texas,1981,1451700000,483100,139.1,376.5
Utah,1981,155600000,50269,139.1,376.5
Vermont,1981,26500000,14120,139.1,376.5
Virginia,1981,499600000,181432,139.1,376.5
Washington,1981,451800000,168150,139.1,376.5
West Virginia,1981,152700000,55468,139.1,376.5
Wisconsin,1981,505300000,184388,139.1,376.5
Wyoming,1981,70500000,14528,139.1,376.5
U.S.,1981,20026100000,7151928,139.1,376.5
Alabama,1980,317400000,138620,127.1,376.5
Alaska,1980,86500000,10530,127.1,376.5
Arizona,1980,231800000,120148,127.1,376.5
Arkansas,1980,156300000,53130,127.1,376.5
California,1980,2653000000,979142,127.1,376.5
Colorado,1980,217900000,113281,127.1,376.5
Connecticut,1980,178700000,58909,127.1,376.5
Delaware,1980,51100000,20664,127.1,376.5
Florida,1980,625800000,287388,127.1,376.5
Georgia,1980,431700000,157155,127.1,376.5
Hawaii,1980,134000000,30465,127.1,376.5
Idaho,1980,88200000,26647,127.1,376.5
Illinois,1980,793300000,342097,127.1,376.5
Indiana,1980,388400000,142061,127.1,376.5
Iowa,1980,247200000,84210,127.1,376.5
Kansas,1980,245700000,87216,127.1,376.5
Kentucky,1980,298900000,89389,127.1,376.5
Louisiana,1980,333100000,106686,127.1,376.5
Maine,1980,54700000,26250,127.1,376.5
Maryland,1980,325300000,133228,127.1,376.5
Massachusetts,1980,330400000,122952,127.1,376.5
Michigan,1980,766600000,318166,127.1,376.5
Minnesota,1980,458500000,149418,127.1,376.5
Mississippi,1980,217600000,85292,127.1,376.5
Missouri,1980,303600000,120468,127.1,376.5
Montana,1980,60500000,25452,127.1,376.5
Nebraska,1980,161100000,56360,127.1,376.5
Nevada,1980,58300000,19367,127.1,376.5
New Hampshire,1980,29800000,19415,127.1,376.5
New Jersey,1980,466800000,171390,127.1,376.5
New Mexico,1980,137300000,48268,127.1,376.5
New York,1980,1286600000,418679,127.1,376.5
North Carolina,1980,492700000,165642,127.1,376.5
North Dakota,1980,75700000,26735,127.1,376.5
Ohio,1980,649300000,291000,127.1,376.5
Oklahoma,1980,274000000,96476,127.1,376.5
Oregon,1980,227700000,96946,127.1,376.5
Pennsylvania,1980,635000000,243296,127.1,376.5
Rhode Island,1980,72700000,23237,127.1,376.5
South Carolina,1980,311800000,95600,127.1,376.5
South Dakota,1980,51200000,18623,127.1,376.5
Tennessee,1980,317800000,124022,127.1,376.5
Texas,1980,1302600000,466900,127.1,376.5
Utah,1980,138800000,47061,127.1,376.5
Vermont,1980,24700000,13656,127.1,376.5
Virginia,1980,433200000,175197,127.1,376.5
Washington,1980,456900000,163866,127.1,376.5
West Virginia,1980,145300000,53331,127.1,376.5
Wisconsin,1980,463300000,174163,127.1,376.5
Wyoming,1980,51700000,14048,127.1,376.5
U.S.,1980,18260500000,6852242,127.1,376.5
